,Customer_ID,Gender,Region,Subscription_Plan,Payment_Method,Age,Days_Since_Last_Login,Customer_Service_Calls,Monthly_Spend,Churn
9413,19414,Male,West,Pro,Crypto,44.0,97,2.0,166.65,1
9414,19415,Female,North,Pro,Crypto,32.0,5,2.0,121.27,0
9415,19416,Male,East,Basic,PayPal,50.0,135,1.0,96.35,1
9416,19417,Female,South,Pro,Crypto,26.0,20,3.0,93.48,1
9417,19418,Male,West,Pro,Credit Card,,102,,,1
9418,19419,Female,East,Plus,PayPal,,148,,,0
9419,19420,Female,South,Basic,Credit Card,31.0,44,1.0,66.01,0
9420,19421,Unknown,South,Plus,PayPal,,69,,,1
9421,19422,Female,East,Plus,Credit Card,20.0,104,2.0,171.01,1
9422,19423,Female,North,Pro,Crypto,34.0,171,2.0,73.27,1
9423,19424,Female,North,Pro,E-Wallet,39.0,157,1.0,98.69,1
9424,19425,Unknown,East,Pro,Credit Card,19.0,137,3.0,16.59,0
9425,19426,Female,West,Basic,Credit Card,28.0,74,1.0,61.62,0
9426,19427,Male,North,Basic,E-Wallet,39.0,0,1.0,68.03,0
9427,19428,Non-Binary,South,Plus,E-Wallet,23.0,137,2.0,167.42,1
9428,19429,Female,South,Pro,Credit Card,30.0,152,,93.47,1
9429,19430,Non-Binary,West,Basic,Credit Card,44.0,82,1.0,,1
9430,19431,Non-Binary,South,Pro,Credit Card,51.0,73,1.0,86.33,0
9431,19432,Male,North,Basic,PayPal,38.0,110,3.0,84.4,1
9432,19433,Female,West,Basic,Credit Card,32.0,13,1.0,26.09,1
9433,19434,Male,North,Pro,Credit Card,28.0,130,,128.75,1
9434,19435,Male,West,Basic,E-Wallet,43.0,167,2.0,37.44,1
9435,19436,Male,East,Basic,E-Wallet,45.0,160,1.0,24.54,1
9436,19437,Female,South,Basic,PayPal,22.0,134,1.0,121.74,1
9437,19438,Male,West,Pro,,43.0,107,2.0,48.18,1
9438,19439,Male,East,Basic,Crypto,,2,,,1
9439,19440,Female,North,Basic,Credit Card,25.0,118,3.0,38.55,1
9440,19441,Male,East,Basic,Credit Card,32.0,164,1.0,,0
9441,19442,Male,North,Basic,E-Wallet,43.0,92,1.0,,1
9442,19443,Male,West,Basic,Crypto,37.0,153,1.0,68.57,1
9443,19444,Male,West,Basic,Credit Card,36.0,90,2.0,77.16,1
9444,19445,Female,South,Basic,Crypto,37.0,24,4.0,3.77,1
9445,19446,Male,South,Plus,PayPal,,167,,,1
9446,19447,Unknown,West,Basic,Credit Card,32.0,42,3.0,37.56,1
9447,19448,Female,North,Basic,Credit Card,40.0,114,4.0,23.05,1
9448,19449,Male,North,Basic,PayPal,27.0,93,2.0,,1
9449,19450,Male,West,Basic,Credit Card,40.0,43,,64.53,1
9450,19451,Female,North,Pro,PayPal,42.0,28,1.0,,1
9451,19452,Female,West,Basic,PayPal,40.0,90,1.0,50.77,0
9452,19453,Male,South,Basic,Crypto,41.0,56,3.0,20.11,1
9453,19454,Male,North,Basic,E-Wallet,38.0,107,1.0,27.6,1
9454,19455,Non-Binary,South,Pro,E-Wallet,45.0,136,1.0,20.6,1
9455,19456,Male,East,Basic,PayPal,11.0,21,,107.97,0
9456,19457,Male,South,Pro,Crypto,,69,,,1
9457,19458,Non-Binary,East,Basic,PayPal,53.0,5,4.0,33.29,1
9458,19459,Female,South,Basic,Crypto,27.0,154,1.0,42.45,1
9459,19460,Male,South,Pro,Crypto,26.0,121,1.0,12.59,1
9460,19461,Female,North,Pro,E-Wallet,46.0,117,3.0,90.75,1
9461,19462,Male,South,Pro,E-Wallet,24.0,51,3.0,27.7,0
9462,19463,Female,West,Basic,Crypto,27.0,69,,11.9,1
9463,19464,Female,North,Pro,E-Wallet,35.0,176,,67.25,1
9464,19465,Non-Binary,North,Basic,Crypto,,92,,,1
9465,19466,Unknown,North,Pro,Credit Card,,150,,,1
9466,19467,Unknown,South,Pro,PayPal,26.0,80,4.0,37.59,1
9467,19468,Unknown,North,Basic,E-Wallet,37.0,148,1.0,88.9,1
9468,19469,Female,East,Pro,PayPal,36.0,73,,,0
9469,19470,Male,East,Pro,E-Wallet,50.0,106,1.0,106.53,0
9470,19471,Female,South,Basic,PayPal,45.0,135,,56.66,1
9471,19472,Female,North,Plus,PayPal,28.0,13,,168.72,0
9472,19473,Non-Binary,West,Plus,E-Wallet,21.0,30,2.0,165.28,1
9473,19474,Male,West,Basic,E-Wallet,42.0,178,1.0,56.68,1
9474,19475,Unknown,East,Plus,E-Wallet,27.0,145,3.0,149.0,1
9475,19476,Non-Binary,South,Basic,E-Wallet,30.0,174,1.0,67.04,1
9476,19477,Unknown,South,Pro,Crypto,23.0,93,3.0,71.78,1
9477,19478,Non-Binary,South,Plus,E-Wallet,40.0,81,1.0,190.74,0
9478,19479,Male,South,Pro,,27.0,179,,104.23,0
9479,19480,Male,South,Basic,E-Wallet,,164,,,1
9480,19481,Male,North,Plus,Credit Card,33.0,29,1.0,93.13,0
9481,19482,Male,North,Basic,PayPal,35.0,29,1.0,49.28,1
9482,19483,Female,North,Basic,E-Wallet,40.0,99,,3.39,1
9483,19484,Non-Binary,West,Basic,E-Wallet,31.0,47,2.0,43.6,1
9484,19485,Non-Binary,North,Plus,PayPal,26.0,166,1.0,190.08,1
9485,19486,Female,South,Plus,PayPal,15.0,26,2.0,148.28,0
9486,19487,Male,South,Basic,Crypto,35.0,143,1.0,,1
9487,19488,Male,West,Plus,PayPal,32.0,159,2.0,178.07,0
9488,19489,Male,West,Basic,PayPal,26.0,156,,10.24,1
9489,19490,Male,East,Plus,Credit Card,34.0,179,,215.47,1
9490,19491,Female,West,Pro,Crypto,42.0,93,1.0,27.82,1
9491,19492,Male,East,Basic,Credit Card,45.0,14,,45.83,0
9492,19493,Male,North,Basic,PayPal,18.0,43,2.0,23.99,1
9493,19494,Male,South,Basic,,30.0,150,,25.5,1
9494,19495,Female,East,Basic,Crypto,43.0,47,1.0,67.18,0
9495,19496,Female,East,Pro,PayPal,49.0,150,1.0,95.95,1
9496,19497,Female,East,Basic,PayPal,25.0,113,5.0,32.02,1
9497,19498,Female,West,Plus,E-Wallet,47.0,124,,144.31,0
9498,19499,Unknown,West,Pro,E-Wallet,20.0,13,3.0,85.6,1
9499,19500,Male,West,Pro,E-Wallet,,53,,,1
9500,19501,Female,East,Basic,Crypto,31.0,91,2.0,19.16,1
9501,19502,Female,North,Plus,Credit Card,49.0,170,1.0,140.6,1
9502,19503,Female,South,Pro,Crypto,29.0,172,2.0,85.51,1
9503,19504,Unknown,West,Plus,E-Wallet,30.0,149,,162.98,1
9504,19505,Male,North,Plus,Crypto,,123,,,1
9505,19506,Female,West,Basic,E-Wallet,18.0,60,,38.76,1
9506,19507,Male,West,Basic,Credit Card,16.0,17,1.0,,0
9507,19508,Female,East,Plus,Crypto,39.0,171,2.0,75.4,0
9508,19509,Male,East,Plus,Credit Card,43.0,85,2.0,69.15,1
9509,19510,Male,West,Pro,Credit Card,40.0,145,2.0,75.58,1
9510,19511,Female,South,Basic,E-Wallet,21.0,56,5.0,,1
9511,19512,Female,West,Pro,Crypto,,84,,,1
9512,19513,Male,South,Basic,,24.0,14,1.0,24.41,1
9513,19514,Female,North,Basic,Credit Card,38.0,105,2.0,110.88,1
9514,19515,Female,West,Basic,E-Wallet,45.0,57,1.0,,0
9515,19516,Male,South,Basic,Credit Card,37.0,129,,62.39,1
9516,19517,Female,North,Basic,Credit Card,,13,,,1
9517,19518,Female,North,Plus,Credit Card,32.0,20,5.0,97.03,0
9518,19519,Female,East,Plus,Credit Card,31.0,170,1.0,,1
9519,19520,Male,North,Plus,Crypto,34.0,44,1.0,123.85,1
9520,19521,Male,East,Plus,PayPal,20.0,33,2.0,198.55,0
9521,19522,Female,North,Basic,,29.0,116,2.0,9.88,1
9522,19523,Unknown,North,Plus,E-Wallet,,70,,,1
9523,19524,Female,South,Plus,PayPal,31.0,78,4.0,194.38,1
9524,19525,Male,South,Plus,Credit Card,36.0,11,3.0,232.55,1
9525,19526,Female,East,Pro,Crypto,19.0,122,5.0,77.81,1
9526,19527,Non-Binary,West,Basic,PayPal,22.0,6,2.0,29.5,1
9527,19528,Male,South,Basic,Credit Card,45.0,68,1.0,15.4,1
9528,19529,Unknown,North,Basic,Crypto,13.0,110,,,1
9529,19530,Unknown,East,Plus,PayPal,40.0,102,2.0,159.18,1
9530,19531,Male,East,Basic,Crypto,,116,,,1
9531,19532,Unknown,East,Plus,,35.0,155,2.0,94.79,1
9532,19533,Male,North,Basic,E-Wallet,49.0,97,4.0,,1
9533,19534,Non-Binary,South,Pro,Crypto,32.0,24,4.0,44.09,1
9534,19535,Female,West,Basic,,,65,,,0
9535,19536,Female,East,Basic,PayPal,34.0,50,4.0,,1
9536,19537,Female,North,Basic,E-Wallet,32.0,161,2.0,106.72,1
9537,19538,Female,South,Pro,Crypto,31.0,173,2.0,100.46,1
9538,19539,Male,South,Basic,E-Wallet,41.0,174,1.0,21.76,1
9539,19540,Female,West,Pro,E-Wallet,26.0,119,1.0,88.46,0
9540,19541,Male,East,Basic,Crypto,22.0,159,2.0,28.34,1
9541,19542,Male,North,Plus,Credit Card,34.0,124,1.0,146.58,1
9542,19543,Male,South,Basic,PayPal,35.0,139,5.0,26.33,1
9543,19544,Female,North,Pro,Crypto,15.0,124,,59.56,1
9544,19545,Male,South,Basic,E-Wallet,,146,,,1
9545,19546,Male,East,Pro,PayPal,21.0,46,,78.17,0
9546,19547,Male,East,Basic,Crypto,,165,,,1
9547,19548,Male,West,Pro,PayPal,15.0,137,4.0,79.36,1
9548,19549,Female,South,Plus,,53.0,9,3.0,121.85,1
9549,19550,Unknown,North,Basic,E-Wallet,30.0,98,,70.04,1
9550,19551,Male,South,Basic,Credit Card,25.0,40,2.0,16.1,1
9551,19552,Unknown,North,Pro,Credit Card,31.0,54,2.0,49.19,0
9552,19553,Female,West,Pro,PayPal,,117,,,1
9553,19554,Female,South,Basic,E-Wallet,42.0,114,,,1
9554,19555,Female,East,Basic,E-Wallet,31.0,42,2.0,32.8,1
9555,19556,Non-Binary,North,Basic,Crypto,19.0,165,,16.83,1
9556,19557,Male,East,Basic,PayPal,,154,,,1
9557,19558,Female,West,Basic,Crypto,36.0,31,2.0,82.5,0
9558,19559,Female,West,Plus,E-Wallet,43.0,114,1.0,177.82,1
9559,19560,Female,North,Basic,PayPal,45.0,70,2.0,34.93,1
9560,19561,Non-Binary,South,Pro,Credit Card,35.0,175,1.0,44.75,1
9561,19562,Male,East,Plus,Credit Card,43.0,25,2.0,206.12,0
9562,19563,Female,East,Basic,Crypto,53.0,57,2.0,18.56,1
9563,19564,Female,North,Pro,PayPal,,75,,,1
9564,19565,Male,North,Plus,E-Wallet,43.0,151,2.0,167.0,1
9565,19566,Male,North,Basic,Crypto,25.0,113,1.0,9.32,1
9566,19567,Female,West,Basic,Credit Card,43.0,173,1.0,56.05,1
9567,19568,Non-Binary,West,Plus,E-Wallet,38.0,159,,152.87,1
9568,19569,Female,East,Plus,PayPal,40.0,143,2.0,145.41,0
9569,19570,Non-Binary,South,Basic,Credit Card,46.0,89,2.0,24.93,1
9570,19571,Female,North,Basic,E-Wallet,37.0,140,,,1
9571,19572,Male,West,Basic,Credit Card,32.0,101,3.0,47.25,1
9572,19573,Male,South,Basic,PayPal,23.0,5,1.0,,1
9573,19574,Male,North,Basic,Crypto,31.0,139,,81.53,0
9574,19575,Male,South,Pro,E-Wallet,36.0,136,2.0,40.84,1
9575,19576,Male,North,Plus,E-Wallet,36.0,83,2.0,156.8,0
9576,19577,Female,South,Basic,,36.0,58,3.0,8.58,1
9577,19578,Female,East,Plus,Credit Card,,66,,,0
9578,19579,Male,North,Basic,Credit Card,42.0,151,3.0,,1
9579,19580,Male,North,Basic,Credit Card,33.0,14,4.0,74.83,1
9580,19581,Male,East,Pro,E-Wallet,25.0,62,1.0,122.1,1
9581,19582,Female,North,Basic,E-Wallet,37.0,49,4.0,3.2,1
9582,19583,Male,North,Basic,Credit Card,56.0,95,1.0,66.77,1
9583,19584,Male,West,Plus,E-Wallet,37.0,20,,216.24,0
9584,19585,Unknown,East,Basic,Crypto,31.0,0,1.0,45.9,0
9585,19586,Non-Binary,West,Pro,PayPal,39.0,125,2.0,97.94,1
9586,19587,Male,East,Basic,PayPal,39.0,10,1.0,35.69,0
9587,19588,Female,South,Basic,E-Wallet,39.0,149,5.0,50.68,1
9588,19589,Male,East,Pro,Crypto,47.0,107,,,0
9589,19590,Female,East,Plus,Crypto,37.0,101,2.0,131.74,0
9590,19591,Female,West,Basic,Credit Card,47.0,87,1.0,63.72,1
9591,19592,Male,North,Pro,PayPal,36.0,134,,113.47,1
9592,19593,Female,East,Plus,PayPal,49.0,112,1.0,152.36,1
9593,19594,Male,North,Pro,PayPal,46.0,176,2.0,84.87,1
9594,19595,Male,East,Basic,E-Wallet,43.0,99,2.0,36.59,1
9595,19596,Male,West,Pro,Crypto,41.0,128,1.0,,1
9596,19597,Female,East,Pro,Credit Card,57.0,64,1.0,39.2,0
9597,19598,Male,South,Pro,E-Wallet,44.0,63,2.0,96.74,1
9598,19599,Male,East,Basic,Credit Card,25.0,153,1.0,39.5,1
9599,19600,Male,East,Basic,E-Wallet,36.0,16,2.0,67.54,1
9600,19601,Male,North,Pro,PayPal,31.0,138,3.0,68.84,1
9601,19602,Female,North,Basic,Credit Card,54.0,124,3.0,19.82,1
9602,19603,Male,South,Pro,Crypto,46.0,9,1.0,120.51,0
9603,19604,Male,East,Plus,Crypto,54.0,65,2.0,,1
9604,19605,Female,North,Plus,E-Wallet,26.0,31,2.0,198.93,1
9605,19606,Female,East,Basic,PayPal,45.0,15,3.0,5.75,1
9606,19607,Non-Binary,West,Basic,,20.0,111,2.0,,0
9607,19608,Female,West,Pro,Credit Card,18.0,25,2.0,99.79,0
9608,19609,Male,South,Pro,Crypto,30.0,103,3.0,78.55,1
9609,19610,Female,West,Plus,Crypto,,73,,,1
9610,19611,Female,North,Pro,,24.0,99,2.0,112.38,1
9611,19612,Male,North,Basic,Crypto,33.0,93,3.0,78.55,1
9612,19613,Unknown,South,Pro,Credit Card,,136,,,1
9613,19614,Male,East,Pro,Crypto,42.0,4,2.0,82.33,0
9614,19615,Unknown,North,Pro,E-Wallet,56.0,6,2.0,88.02,0
9615,19616,Non-Binary,West,Pro,Crypto,34.0,64,5.0,123.99,0
9616,19617,Female,North,Basic,Credit Card,29.0,11,1.0,27.58,0
9617,19618,Unknown,South,Basic,PayPal,23.0,175,2.0,,1
9618,19619,Female,West,Basic,PayPal,30.0,24,3.0,19.57,1
9619,19620,Male,West,Basic,Crypto,22.0,140,,,1
9620,19621,Female,West,Basic,PayPal,16.0,168,2.0,16.23,1
9621,19622,Male,South,Plus,Credit Card,53.0,9,1.0,137.9,1
9622,19623,Male,South,Basic,,34.0,167,3.0,6.84,1
9623,19624,Female,East,Plus,Credit Card,59.0,32,2.0,186.96,1
9624,19625,Male,East,Basic,PayPal,25.0,162,1.0,,1
9625,19626,Male,East,Basic,PayPal,29.0,164,3.0,55.8,1
9626,19627,Female,South,Basic,Crypto,26.0,102,2.0,86.64,1
9627,19628,Non-Binary,West,Basic,PayPal,27.0,15,2.0,56.94,1
9628,19629,Male,West,Plus,Crypto,42.0,71,2.0,,1
9629,19630,Male,North,Basic,Crypto,39.0,32,2.0,59.02,1
9630,19631,Male,East,Basic,E-Wallet,42.0,34,1.0,,0
9631,19632,Female,West,Plus,E-Wallet,47.0,101,1.0,149.61,1
9632,19633,Male,West,Basic,E-Wallet,45.0,75,,3.78,0
9633,19634,Female,West,Basic,Credit Card,23.0,78,3.0,37.34,1
9634,19635,Male,West,Basic,PayPal,28.0,16,,11.77,1
9635,19636,Male,South,Basic,PayPal,,26,,,1
9636,19637,Unknown,East,Basic,E-Wallet,,113,,,1
9637,19638,Male,West,Basic,Crypto,41.0,20,2.0,,1
9638,19639,Female,West,Plus,Crypto,35.0,148,2.0,,1
9639,19640,Male,West,Plus,Crypto,40.0,16,1.0,161.83,0
9640,19641,Female,West,Basic,Crypto,27.0,154,1.0,61.43,1
9641,19642,Female,North,Basic,,36.0,75,2.0,51.79,0
9642,19643,Male,West,Basic,PayPal,43.0,175,4.0,,1
9643,19644,Male,West,Pro,E-Wallet,33.0,43,3.0,53.3,1
9644,19645,Male,West,Basic,,26.0,163,3.0,,1
9645,19646,Female,North,Plus,PayPal,33.0,27,1.0,,0
9646,19647,Female,South,Pro,Credit Card,30.0,24,1.0,,1
9647,19648,Female,North,Basic,Crypto,20.0,46,1.0,,1
9648,19649,Female,West,Pro,Credit Card,28.0,100,1.0,95.85,1
9649,19650,Male,South,Basic,Credit Card,20.0,22,,20.06,1
9650,19651,Male,West,Basic,Crypto,,74,,,0
9651,19652,Male,South,Basic,Crypto,22.0,49,2.0,,1
9652,19653,Male,West,Basic,E-Wallet,43.0,64,5.0,111.33,1
9653,19654,Male,West,Pro,,48.0,15,3.0,97.07,1
9654,19655,Female,South,Pro,PayPal,18.0,123,,106.8,1
9655,19656,Female,South,Basic,E-Wallet,49.0,49,2.0,88.71,1
9656,19657,Unknown,West,Plus,E-Wallet,22.0,12,,172.36,0
9657,19658,Male,North,Basic,PayPal,41.0,79,4.0,104.11,1
9658,19659,Female,North,Basic,,36.0,34,1.0,39.13,0
9659,19660,Non-Binary,North,Basic,,40.0,113,3.0,28.1,1
9660,19661,Female,North,Pro,Credit Card,22.0,31,3.0,134.83,1
9661,19662,Male,South,Plus,Crypto,15.0,86,1.0,156.69,0
9662,19663,Male,South,Pro,PayPal,25.0,152,3.0,23.45,1
9663,19664,Male,North,Plus,Credit Card,38.0,170,,,1
9664,19665,Male,East,Basic,E-Wallet,53.0,155,1.0,,1
9665,19666,Female,East,Basic,E-Wallet,23.0,108,1.0,,1
9666,19667,Male,East,Pro,,,65,,,0
9667,19668,Male,West,Pro,PayPal,26.0,94,2.0,136.31,1
9668,19669,Female,North,Basic,PayPal,33.0,96,,,1
9669,19670,Female,West,Plus,E-Wallet,14.0,160,4.0,174.96,1
9670,19671,Female,South,Basic,Crypto,48.0,46,3.0,28.9,1
9671,19672,Female,South,Basic,Crypto,34.0,117,1.0,,1
9672,19673,Male,East,Pro,Credit Card,43.0,34,1.0,76.54,0
9673,19674,Male,East,Pro,Credit Card,31.0,99,3.0,126.81,1
9674,19675,Male,South,Basic,Credit Card,35.0,63,3.0,18.33,1
9675,19676,Female,East,Basic,Credit Card,45.0,11,5.0,,1
9676,19677,Unknown,East,Basic,,35.0,119,,86.68,0
9677,19678,Male,South,Pro,PayPal,35.0,43,2.0,24.12,1
9678,19679,Female,West,Pro,PayPal,26.0,173,1.0,,1
9679,19680,Male,East,Pro,Crypto,28.0,10,1.0,96.05,0
9680,19681,Female,West,Basic,Crypto,23.0,88,1.0,46.77,1
9681,19682,Male,East,Plus,PayPal,26.0,45,,133.17,1
9682,19683,Male,North,Plus,Crypto,46.0,58,1.0,103.81,1
9683,19684,Non-Binary,West,Basic,E-Wallet,52.0,161,1.0,64.51,1
9684,19685,Female,West,Basic,,,98,,,1
9685,19686,Female,East,Basic,E-Wallet,37.0,148,,,1
9686,19687,Male,West,Basic,E-Wallet,30.0,51,1.0,,1
9687,19688,Male,North,Plus,Credit Card,47.0,47,1.0,158.09,1
9688,19689,Male,South,Pro,Crypto,35.0,77,4.0,76.06,0
9689,19690,Non-Binary,North,Plus,E-Wallet,33.0,146,1.0,133.71,1
9690,19691,Unknown,South,Basic,Crypto,26.0,131,,22.98,1
9691,19692,Female,North,Pro,Crypto,18.0,101,2.0,114.67,0
9692,19693,Male,North,Basic,PayPal,41.0,31,1.0,52.08,1
9693,19694,Non-Binary,West,Basic,PayPal,37.0,89,,87.82,1
9694,19695,Female,North,Pro,Credit Card,37.0,155,1.0,71.96,1
9695,19696,Female,East,Basic,Crypto,28.0,75,1.0,60.33,0
9696,19697,Male,East,Pro,PayPal,32.0,168,3.0,105.35,1
9697,19698,Female,East,Pro,E-Wallet,41.0,32,1.0,64.45,1
9698,19699,Female,East,Plus,E-Wallet,43.0,141,4.0,217.56,1
9699,19700,Non-Binary,West,Basic,Credit Card,22.0,103,2.0,119.77,1
9700,19701,Female,East,Pro,E-Wallet,27.0,52,6.0,80.34,1
9701,19702,Male,North,Plus,Crypto,20.0,107,2.0,154.55,0
9702,19703,Female,East,Plus,E-Wallet,36.0,41,3.0,186.19,1
9703,19704,Non-Binary,West,Pro,Credit Card,,35,,,1
9704,19705,Male,South,Pro,Credit Card,31.0,24,2.0,,0
9705,19706,Male,North,Basic,,27.0,179,3.0,98.02,1
9706,19707,Male,North,Pro,Crypto,30.0,167,2.0,,1
9707,19708,Female,West,Pro,PayPal,,114,,,1
9708,19709,Male,South,Pro,Crypto,,85,,,1
9709,19710,Female,East,Pro,Crypto,41.0,8,1.0,94.3,0
9710,19711,Male,South,Basic,Crypto,,106,,,1
9711,19712,Non-Binary,North,Basic,E-Wallet,33.0,68,,63.43,0
9712,19713,Male,North,Pro,PayPal,24.0,148,1.0,65.76,1
9713,19714,Male,North,Basic,Crypto,23.0,69,2.0,91.62,1
9714,19715,Female,South,Basic,PayPal,28.0,128,2.0,85.51,1
9715,19716,Female,East,Basic,Credit Card,24.0,30,3.0,86.86,0
9716,19717,Male,North,Basic,PayPal,27.0,172,3.0,43.93,1
9717,19718,Male,West,Plus,E-Wallet,32.0,155,1.0,190.51,1
9718,19719,Male,East,Pro,Credit Card,33.0,127,3.0,123.09,1
9719,19720,Female,North,Basic,Credit Card,27.0,130,3.0,97.4,1
9720,19721,Female,East,Basic,Crypto,38.0,101,1.0,18.02,0
9721,19722,Female,West,Basic,PayPal,32.0,115,1.0,,1
9722,19723,Female,South,Basic,Credit Card,36.0,167,3.0,,1
9723,19724,Female,North,Basic,Credit Card,26.0,3,2.0,19.4,1
9724,19725,Male,West,Plus,PayPal,40.0,139,,161.77,0
9725,19726,Unknown,North,Basic,PayPal,28.0,121,7.0,,1
9726,19727,Non-Binary,North,Pro,Credit Card,50.0,61,2.0,101.96,0
9727,19728,Male,South,Plus,Credit Card,31.0,70,1.0,202.39,0
9728,19729,Male,South,Plus,PayPal,33.0,91,4.0,128.3,1
9729,19730,Male,East,Basic,E-Wallet,39.0,175,3.0,47.21,1
9730,19731,Male,West,Pro,PayPal,42.0,134,2.0,75.85,0
9731,19732,Female,West,Basic,E-Wallet,43.0,55,,37.0,1
9732,19733,Female,South,Basic,Credit Card,51.0,66,2.0,55.75,1
9733,19734,Female,North,Basic,Crypto,40.0,140,,15.11,1
9734,19735,Female,East,Plus,PayPal,33.0,179,1.0,142.76,1
9735,19736,Female,South,Basic,Credit Card,28.0,62,,,0
9736,19737,Female,East,Pro,,32.0,40,,55.1,0
9737,19738,Male,East,Pro,Crypto,48.0,150,2.0,103.44,1
9738,19739,Male,West,Plus,PayPal,20.0,174,2.0,166.28,1
9739,19740,Female,East,Pro,Credit Card,25.0,64,3.0,37.3,1
9740,19741,Male,West,Basic,E-Wallet,31.0,158,,,1
9741,19742,Male,North,Basic,Crypto,25.0,96,1.0,37.05,1
9742,19743,Non-Binary,North,Basic,E-Wallet,29.0,35,2.0,91.5,1
9743,19744,Female,South,Pro,PayPal,52.0,13,2.0,59.86,0
9744,19745,Male,North,Pro,E-Wallet,31.0,164,1.0,36.7,1
9745,19746,Female,West,Pro,Crypto,38.0,159,4.0,55.32,1
9746,19747,Female,East,Basic,Credit Card,17.0,155,2.0,26.31,1
9747,19748,Male,East,Pro,Crypto,22.0,46,5.0,,0
9748,19749,Male,North,Pro,Credit Card,43.0,79,2.0,91.19,1
9749,19750,Unknown,West,Plus,Credit Card,50.0,159,2.0,183.88,1
9750,19751,Male,East,Pro,E-Wallet,36.0,151,3.0,81.61,1
9751,19752,Male,North,Basic,Crypto,30.0,13,1.0,23.92,1
9752,19753,Female,West,Basic,,38.0,174,,64.58,1
9753,19754,Female,West,Basic,Credit Card,8.0,78,,62.41,0
9754,19755,Male,East,Pro,Crypto,36.0,115,,60.17,1
9755,19756,Male,South,Pro,PayPal,23.0,0,2.0,77.88,1
9756,19757,Male,South,Basic,,,18,,,1
9757,19758,Unknown,West,Basic,E-Wallet,12.0,120,2.0,40.87,1
9758,19759,Male,West,Basic,E-Wallet,,57,,,1
9759,19760,Female,North,Plus,Crypto,33.0,134,2.0,134.43,1
9760,19761,Unknown,West,Basic,E-Wallet,26.0,76,1.0,,1
9761,19762,Male,North,Basic,Crypto,30.0,114,3.0,,1
9762,19763,Unknown,North,Basic,E-Wallet,43.0,63,,15.34,1
9763,19764,Unknown,North,Basic,PayPal,33.0,17,2.0,41.96,0
9764,19765,Non-Binary,West,Pro,Credit Card,24.0,49,3.0,108.94,1
9765,19766,Male,West,Plus,Credit Card,,67,,,0
9766,19767,Female,North,Basic,PayPal,,90,,,1
9767,19768,Female,East,Pro,Credit Card,36.0,15,1.0,88.2,1
9768,19769,Unknown,West,Basic,Crypto,25.0,141,1.0,83.23,1
9769,19770,Male,South,Plus,Crypto,8.0,77,3.0,231.62,1
9770,19771,Female,East,Basic,PayPal,24.0,134,3.0,,1
9771,19772,Male,South,Basic,PayPal,23.0,55,1.0,55.6,0
9772,19773,Male,West,Pro,PayPal,27.0,13,3.0,142.87,0
9773,19774,Female,East,Basic,,25.0,169,3.0,9.3,1
9774,19775,Female,West,Basic,Credit Card,35.0,108,2.0,35.44,1
9775,19776,Female,West,Pro,,42.0,69,2.0,114.77,1
9776,19777,Female,East,Pro,Credit Card,44.0,61,,117.74,0
9777,19778,Unknown,West,Basic,Crypto,,42,,,0
9778,19779,Male,East,Pro,E-Wallet,25.0,56,,140.11,0
9779,19780,Female,West,Pro,Crypto,34.0,101,2.0,83.48,1
9780,19781,Male,North,Pro,E-Wallet,49.0,74,1.0,60.11,1
9781,19782,Male,South,Pro,PayPal,18.0,158,,,1
9782,19783,Female,North,Pro,PayPal,,50,,,1
9783,19784,Unknown,West,Basic,Credit Card,24.0,66,2.0,,1
9784,19785,Female,West,Basic,,36.0,128,5.0,78.74,1
9785,19786,Female,West,Basic,E-Wallet,38.0,79,1.0,67.8,1
9786,19787,Male,North,Basic,E-Wallet,35.0,171,1.0,,1
9787,19788,Male,West,Pro,Credit Card,,177,,,1
9788,19789,Female,East,Basic,PayPal,30.0,59,3.0,,1
9789,19790,Male,South,Basic,Credit Card,17.0,2,4.0,,1
9790,19791,Male,West,Basic,PayPal,37.0,71,3.0,,0
9791,19792,Female,West,Basic,PayPal,32.0,113,3.0,29.45,1
9792,19793,Male,South,Pro,Crypto,39.0,79,,59.84,0
9793,19794,Male,South,Basic,Crypto,42.0,110,3.0,,1
9794,19795,Female,South,Pro,E-Wallet,33.0,53,4.0,136.36,1
9795,19796,Female,North,Basic,PayPal,,1,,,0
9796,19797,Unknown,North,Plus,Credit Card,35.0,28,1.0,168.17,0
9797,19798,Female,West,Plus,PayPal,51.0,15,3.0,173.13,0
9798,19799,Female,South,Pro,E-Wallet,30.0,94,,98.38,1
9799,19800,Unknown,West,Plus,PayPal,27.0,58,1.0,174.18,0
9800,19801,Female,West,Pro,PayPal,42.0,138,3.0,117.52,1
9801,19802,Male,West,Plus,E-Wallet,24.0,23,1.0,136.28,0
9802,19803,Male,North,Plus,PayPal,37.0,82,1.0,98.22,1
9803,19804,Female,South,Plus,Crypto,32.0,159,5.0,212.74,1
9804,19805,Female,West,Pro,E-Wallet,32.0,73,2.0,40.32,1
9805,19806,Female,North,Pro,Crypto,58.0,95,3.0,,1
9806,19807,Female,East,Pro,E-Wallet,46.0,86,3.0,101.57,1
9807,19808,Female,East,Basic,PayPal,44.0,96,4.0,19.65,1
9808,19809,Unknown,West,Basic,Crypto,39.0,93,4.0,4.07,1
9809,19810,Female,West,Plus,Crypto,27.0,93,1.0,170.4,1
